numUniteUrbaine;nomUniteUrbaine;annee;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE
59702;Lille (partie française);2018;18;85;18827;4;136840;4382128;29713745,35;14,90461884;8;25;4080;38322;724458;3804718,64;12,8766574
59702;Lille (partie française);2019;18;85;18867;4;136530;4445239;30747379,8;15,06326315;7;16;2490;23809;506273;2686505,15;16,08443396
59702;Lille (partie française);2020;18;85;18867;4;60869;1380790;9481319,4;10,37932467;7;16;2490;10172;194481;1042013,28;14,45186057
87601;Limoges;2010;3;27;4977;2;35689;872236;5797730,84;13,53670979;1;3;686;3258;65639;326632,08;8,822754559
87601;Limoges;2011;3;27;4977;2;36687;897092;6209280,3;13,3584512;1;3;686;3732;75868;398374,21;8,818927659
87601;Limoges;2012;3;27;4977;2;36345;874154;5984639,07;13,20273687;1;3;686;3748;72545;375541,58;8,418686478
87601;Limoges;2013;3;27;4977;2;37325;816557;5547951,45;12,05904488;1;3;686;3801;75762;389356,55;8,703423953
87601;Limoges;2014;3;27;4977;2;37615;894611;5869696,4;13,16857169;1;3;686;3741;73075;375884,6;8,521378953
87601;Limoges;2015;3;27;4953;2;37962;865136;5818225,4;12,69797098;1;3;686;3817;63581;321648,5;7,296578649
87601;Limoges;2016;3;27;4977;2;38635;898811;6042454,26;13,00226944;1;3;686;3690;68256;349873,84;8,122127013
87601;Limoges;2017;3;29;5178;2;42069;936684;6315462,35;12,56766792;1;3;686;4202;68768;347570,89;7,19396012
87601;Limoges;2018;3;29;5178;2;45612;887618;5875123,09;11,16078906;1;3;686;4149;61947;296663,06;6,55324785
87601;Limoges;2019;3;31;5403;2;45496;922015;6297298,63;11,65280612;1;3;686;4104;61485;297189,37;6,581278278
87601;Limoges;2020;3;31;5403;2;18537;268453;1821655,12;8,463198659;1;3;686;1100;16434;73698,96;6,528682663
56601;Lorient;2010;2;22;3981;2;40955;911734;5860144,13;12,54989937;;;;;;;
56601;Lorient;2011;2;22;3981;2;40904;958396;6219407,05;13,16952342;;;;;;;
56601;Lorient;2012;2;22;3981;2;41090;910915;5827914,93;12,58901583;;;;;;;
56601;Lorient;2013;2;22;3981;2;40990;835855;5371419,65;11,47429655;;;;;;;
56601;Lorient;2014;2;22;3981;2;41388;902254;5843713,3;12,27691759;;;;;;;
56601;Lorient;2015;2;22;4050;2;41394;879097;5838176,2;11,73859289;;;;;;;
56601;Lorient;2016;2;22;3981;2;41099;875874;5779117,97;12,04022343;;;;;;;
56601;Lorient;2017;2;22;4050;2;41609;888222;6069998,75;11,83205558;;;;;;;
56601;Lorient;2018;2;22;4050;2;41583;828483;5726218,01;11,01572376;;;;;;;
56601;Lorient;2019;2;22;4050;2;41110;875243;6174835,84;11,77797191;;;;;;;
56601;Lorient;2020;2;23;4189;2;20412;256939;1795971,46;6,958632079;;;;;;;
00758;Lyon;2010;45;156;29308;6;241013;7714976;49291807,94;17,18908962;24;39;5752;44236;1127082;5733165,25;18,04340476
00758;Lyon;2011;45;156;29308;6;244915;7843032;50062370,6;17,06066201;26;40;6556;41033;1234561;6191685,32;18,25574765
00758;Lyon;2012;46;170;32772;7;268131;7578486;49375535,93;14,81300658;25;41;6221;43699;1081621;5439909,1;15,77332412
00758;Lyon;2013;44;166;31953;7;267256;7432515;48834561,08;14,34133853;25;39;6385;41131;1100835;5571354,77;16,19081671
00758;Lyon;2014;46;169;32519;7;269139;7566300;49868672,19;14,4485885;24;39;6285;40518;1091787;5457124,46;16,48847484
00758;Lyon;2015;46;168;32880;7;265567;7281091;49164732,19;13,83244737;25;40;6944;42721;1101160;5531399,35;15,64297935
00758;Lyon;2016;47;172;32517;7;264533;7388776;50212528,92;14,38416634;24;38;6100;40771;1152784;5779053,24;17,21291709
00758;Lyon;2017;47;180;34595;9;268319;7272137;50480730,49;13,99590277;26;50;7871;52010;1237599;6381521,43;16,05018774
00758;Lyon;2018;46;177;34026;9;292745;7145599;50292379,05;12,83559667;27;54;8206;66209;1422950;7526705,45;15,68415866
00758;Lyon;2019;45;174;33449;9;285258;7496749;53974908,32;13,88432303;28;55;8506;67823;1621739;8724034,92;17,10973452
00758;Lyon;2020;45;174;33324;9;135461;2280807;16125442,21;8,974095406;28;55;8506;34837;589376;3239109,91;12,37161876
00759;Marseille - Aix-en-Provence;2010;27;118;20127;6;181109;6273442;45784614;20,1991594;15;35;5211;47675;1149027;6337918,1;16,5975959
00759;Marseille - Aix-en-Provence;2011;27;118;20127;6;185007;6230101;45573354,7;19,54586499;16;38;5644;50882;1235601;6943753,6;16,7828945
00759;Marseille - Aix-en-Provence;2012;28;119;20367;6;187289;5985409;44156762,82;18,59077861;14;30;4463;37702;845317;4677547,51;15,39083804
00759;Marseille - Aix-en-Provence;2013;30;121;21035;6;182398;5595490;40596361,22;17,85856711;14;30;4463;37706;821188;4575419;14,99183579
00759;Marseille - Aix-en-Provence;2014;32;122;21377;6;188626;6026798;43717666,5;18,47665695;15;30;4443;38693;849582;4653849,95;15,28031501
00759;Marseille - Aix-en-Provence;2015;33;133;23805;7;200410;5845239;42582797,2;16,55705138;15;30;4423;38777;797784;4384737,1;14,43263832
00759;Marseille - Aix-en-Provence;2016;33;137;24309;7;210670;6183228;44960378,93;16,57180953;14;29;4453;36935;815343;4520012,12;15,13422681
00759;Marseille - Aix-en-Provence;2017;32;136;24277;7;218815;6091959;44591614,28;15,82103464;16;36;5373;48923;987681;5476035;14,09023775
00759;Marseille - Aix-en-Provence;2018;33;138;24609;7;218218;5994730;44036604,42;15,57654279;17;39;5829;51442;1045307;5722362,13;14,0447567
00759;Marseille - Aix-en-Provence;2019;34;154;26162;8;233853;6359495;49657577,49;15,91351957;17;41;5667;48990;1069345;6132722,83;15,68937087
00759;Marseille - Aix-en-Provence;2020;34;151;25586;8;122442;1795181;13693094,28;8,752415996;18;40;5434;28776;403911;2426987,85;10,75099182
59601;Maubeuge (partie française);2010;3;11;2884;1;13793;294906;1882522,9;9,954817727;1;9;1744;12974;278359;1830367,2;11,17564282
59601;Maubeuge (partie française);2011;3;11;2884;1;13876;336749;2125832,3;11,36877792;1;9;1744;13049;318081;2065425;12,79617307
59601;Maubeuge (partie française);2012;3;11;2884;1;14049;310880;1979658,3;10,40041323;1;9;1744;13255;293922;1927314,4;11,60668027
59601;Maubeuge (partie française);2013;3;11;2884;1;14174;269757;1682967;8,920237783;1;9;1744;13405;257096;1643440,8;9,959552971
59601;Maubeuge (partie française);2014;3;11;2884;1;14286;316942;1951020,8;10,38271397;1;9;1744;13487;300611;1899967,8;11,59213229
59601;Maubeuge (partie française);2015;3;11;2884;1;14054;322407;2023351,1;10,77688128;1;9;1744;13286;306786;1974685,4;12,03264494
59601;Maubeuge (partie française);2016;3;11;2884;1;14500;329042;2043327,1;10,68203385;1;9;1744;13710;314194;1994815,6;11,96541616
59601;Maubeuge (partie française);2017;3;11;2884;1;14809;337513;2137377,3;10,62310365;1;9;1744;13903;318442;2069809,3;11,9956755
59601;Maubeuge (partie française);2018;3;11;2884;1;15434;332187;2103442,9;10,02520886;1;9;1744;14548;311452;2030021,9;11,11186827
59601;Maubeuge (partie française);2019;3;11;2884;1;15455;341190;2170064,6;10,25645496;;;;;;;
59601;Maubeuge (partie française);2020;3;11;2884;1;7941;100178;625399,8;5,70125791;1;9;1744;7345;92145;597315,8;6,520396184
77501;Meaux;2010;1;7;1304;;12932;254803;1725283,55;10,74108391;;;;;;;
77501;Meaux;2011;1;7;1304;;13069;273717;1817247,45;11,34557546;1;7;1304;13069;273717;1817247,45;11,34557546
77501;Meaux;2012;1;7;1304;;12971;266831;1715272,35;11,20917298;1;7;1304;12971;266831;1715272,35;11,20917298
77501;Meaux;2013;1;7;1304;;12847;249086;1567764,05;10,58766321;1;7;1304;12847;249086;1567764,05;10,58766321
77501;Meaux;2014;1;7;1304;;12983;279327;1695809,7;11,74640808;1;7;1304;12983;279327;1695809,7;11,74640808
77501;Meaux;2015;1;7;1304;;12547;256137;1551698,1;11,13333206;;;;;;;
77501;Meaux;2016;1;7;1304;;12406;268507;1606775,2;11,82328329;;;;;;;
77501;Meaux;2017;1;7;1129;;13041;262036;1608756,39;12,56872879;;;;;;;
77501;Meaux;2018;1;7;1129;;12899;244350;1509516,71;11,87527823;;;;;;;
77501;Meaux;2019;1;7;1129;;12244;255222;1584202,32;13,02840376;;;;;;;
77501;Meaux;2020;1;7;1129;;2626;46225;279579,56;10,90950714;;;;;;;
06501;Menton - Monaco (partie française);2010;1;3;377;;3129;72193;414789;18,38628179;;;;;;;
06501;Menton - Monaco (partie française);2011;1;3;377;;2916;70416;405389,7;19,19827255;;;;;;;
06501;Menton - Monaco (partie française);2012;1;3;377;;3156;67114;387674,9;17,09261962;;;;;;;
06501;Menton - Monaco (partie française);2013;1;3;377;;3695;62135;357474,6;13,5351203;;;;;;;
06501;Menton - Monaco (partie française);2014;1;3;377;;3512;70280;396654,6;16,00889282;;;;;;;
06501;Menton - Monaco (partie française);2015;1;3;377;;3710;69444;405720,45;14,95178199;;;;;;;
06501;Menton - Monaco (partie française);2016;1;3;377;;3884;74974;458320,1;15,45613471;;;;;;;
06501;Menton - Monaco (partie française);2017;1;3;377;;4473;82144;493732,35;14,73205078;;;;;;;
06501;Menton - Monaco (partie française);2018;1;3;377;;4676;87844;537970;15,16400164;;;;;;;
06501;Menton - Monaco (partie française);2019;1;3;377;;4741;92370;570873,5;15,7711148;;;;;;;
06501;Menton - Monaco (partie française);2020;1;3;377;;2367;22686;141637,05;7,765401757;;;;;;;
57701;Metz;2010;7;40;9176;2;56369;1743680;10937909,21;13,27055352;3;6;860;7385;123721;599496,05;10,39946675
57701;Metz;2011;7;40;9176;2;57459;1824674;11572236,51;13,58940495;4;7;1054;7448;160395;790764,25;13,27938072
57701;Metz;2012;7;40;9176;2;58566;1662463;10940744,51;12,18464252;3;6;860;7609;124455;610340,6;10,12407081
57701;Metz;2013;8;41;9579;2;57696;1549020;10263218,22;11,476106;3;6;860;7254;128555;638463,75;10,9790113
57701;Metz;2014;8;41;9579;2;59300;1674615;10908300,16;12,03464619;3;6;860;7317;128206;633357,8;10,84744902
57701;Metz;2015;7;40;9226;2;59287;1621075;10692951,3;11,72731019;3;6;910;7530;129058;640886,88;10,68746667
57701;Metz;2016;7;40;9126;2;60554;1616736;10787721,86;11,50727497;3;6;810;7612;138979;701290,55;11,78563191
57701;Metz;2017;7;40;9226;2;62925;1607492;10946105,71;11,03456248;3;6;910;7686;133708;670014,8;10,85521295
57701;Metz;2018;7;40;9226;2;54331;1511704;10594881,57;11,7559878;3;6;910;5763;121212;605085,4;13,28819594
57701;Metz;2019;6;36;8038;2;58620;1541546;11335734,62;11,88411075;2;2;246;1062;44245;189666,8;32,52017581
57701;Metz;2020;6;36;8038;2;28401;443799;3216154,64;6,905765191;4;10;1412;6775;88169;495690,36;9,445244918
45501;Montargis;2010;1;9;1456;1;14097;304646;2076406,8;13,63653861;1;9;1456;14097;304646;2076406,8;13,63653861
45501;Montargis;2011;1;9;1456;1;14277;335240;2346850,8;14,62199755;1;9;1456;14277;335240;2346850,8;14,62199755
45501;Montargis;2012;1;9;1456;1;14867;326659;2278979,8;13,91456399;1;9;1456;14867;326659;2278979,8;13,91456399
45501;Montargis;2013;1;9;1456;1;14735;298698;2047007,7;12,79453982;1;9;1456;14735;298698;2047007,7;12,79453982
45501;Montargis;2014;1;9;1456;1;14927;335495;2227975,9;14,10820121;1;9;1456;14927;335495;2227975,9;14,10820121
45501;Montargis;2015;1;9;1499;1;14863;341871;2323191,3;14,05399428;1;9;1499;14863;341871;2323191,3;14,05399428
45501;Montargis;2016;1;9;1456;1;14842;347515;2329836,4;14,72999287;1;9;1456;14842;347515;2329836,4;14,72999287
45501;Montargis;2017;1;9;1499;1;14874;359770;2420359,8;14,78853468;1;9;1499;14874;359770;2420359,8;14,78853468
45501;Montargis;2018;1;9;1499;1;15368;326335;2214839;12,83271326;1;9;1499;15368;326335;2214839;12,83271326
45501;Montargis;2019;1;9;1499;1;15330;346146;2378981,1;13,5540166;1;9;1499;15330;346146;2378981,1;13,5540166
45501;Montargis;2020;1;9;1499;1;7160;92060;623640,6;7,695336238;1;9;1499;7160;92060;623640,6;7,695336238
82501;Montauban;2010;2;13;2419;1;19421;444995;3045751,7;12,25597596;1;3;461;3082;46241;239868,5;9,748451539
82501;Montauban;2011;2;13;2419;1;19645;475973;3219093,45;12,85367155;1;3;461;3106;49293;268207;10,3443934
82501;Montauban;2012;2;13;2419;1;19450;463192;3141389,6;12,71388838;1;3;461;3021;42073;222038,8;9,04754839
82501;Montauban;2013;2;13;2419;1;19528;451896;3045464,5;12,37816548;1;3;461;3086;42881;243491,8;9,022203613
82501;Montauban;2014;2;13;2419;1;19581;507711;3350680,3;13,83124557;1;3;461;3095;44652;252033,5;9,349520296
82501;Montauban;2015;3;14;2694;1;19799;499380;3451592,2;13,3936438;1;3;461;3089;40079;229614,5;8,432003703
82501;Montauban;2016;3;14;2694;1;20870;516163;3560528,2;12,95362911;1;3;461;3166;47721;276204,9;9,803200559
82501;Montauban;2017;3;14;2694;1;21412;505371;3541275,9;12,36055061;2;4;736;4411;57087;306064,4;7,160587979
82501;Montauban;2018;3;14;2694;1;25282;479520;3282587,83;9,929442811;2;4;736;4564;53421;289200,72;6,449988771
82501;Montauban;2019;3;14;2694;1;24631;503383;3430621;10,83060927;2;4;736;4519;55514;297404,48;6,806764831
82501;Montauban;2020;3;14;2694;1;12262;138480;924457,56;5,905315381;2;4;736;2180;20217;108919,25;5,1734462
25601;Montbéliard;2010;2;14;2933;1;22316;503001;2881728,15;11,08362124;2;14;2933;22316;503001;2881728,15;11,08362124
25601;Montbéliard;2011;2;14;2933;1;22265;516985;2953308,6;11,41777297;2;14;2933;22265;516985;2953308,6;11,41777297
25601;Montbéliard;2012;2;14;2933;1;22090;487352;2819325,05;10,94146994;1;4;1053;4764;45984;171450;3,658941227
25601;Montbéliard;2013;2;14;2933;1;21866;461188;2635490,05;10,38725749;1;4;1053;4768;47835;189078,1;3,805410548
25601;Montbéliard;2014;2;14;2933;1;22480;518839;2904811,3;11,30316724;1;4;1053;4976;53018;208390,1;3,983706911
25601;Montbéliard;2015;2;14;2933;1;22470;513403;2896948,69;11,28186906;1;4;1053;4859;49546;206048,6;3,896850571
25601;Montbéliard;2016;2;14;2933;1;23134;496875;2830517,72;10,5811244;1;4;1053;5013;55457;229189,15;4,155140635
25601;Montbéliard;2017;2;14;2933;1;22682;479024;2705469,03;10,39955747;1;4;1053;5041;46788;192156,1;3,509593098
25601;Montbéliard;2018;2;14;2933;1;22871;446255;2492164,22;9,564504331;1;4;1053;4988;45183;190063,45;3,397721317
25601;Montbéliard;2019;2;14;2933;1;22273;437222;2632405,84;9,748383081;1;4;1053;4899;44022;180048,55;3,369687357
25601;Montbéliard;2020;2;14;2933;1;12773;126447;779596,27;4,880401279;1;4;1053;2764;16270;69605,4;2,216548778
00551;Montélimar;2010;4;15;1726;;12428;259210;1596226,85;18,68756633;2;3;338;1554;27089;100733,85;15,45840514
00551;Montélimar;2011;4;15;1726;;14099;269054;1637412,7;17,2242402;2;3;338;1560;32770;121305,7;18,57973069
00551;Montélimar;2012;4;15;1726;;14558;249022;1508441,6;15,69774735;2;3;338;1356;25320;95476,6;16,32400441
00551;Montélimar;2013;4;15;1726;;15328;255746;1525866,4;15,11371661;2;3;338;2129;42153;179181,9;17,45595945
00551;Montélimar;2014;4;15;1726;;16124;288038;1627294;16,381218;2;3;338;2484;50491;216352,9;17,95663322
00551;Montélimar;2015;4;15;1695;;16336;284171;1611310,5;16,00984125;2;3;307;2424;49240;210304,5;19,62542696
00551;Montélimar;2016;4;15;1695;;16597;294664;1649103,1;16,42868095;2;3;307;2528;53137;231496,1;20,29384581
00551;Montélimar;2017;4;15;1695;;17078;297096;1656261,7;15,96810421;2;3;307;2760;57465;251718,2;20,0857046
00551;Montélimar;2018;4;15;1547;;17585;290991;1612053,8;16,45297865;2;3;307;2978;61106;264957,8;19,6451363
00551;Montélimar;2019;4;15;1547;;17323;298913;1652739,4;17,15724456;2;3;307;3089;61454;271120,9;19,10853376
00551;Montélimar;2020;4;15;1547;;9038;80026;430028,55;8,842026641;2;3;307;1892;21923;97486,55;11,22742148
03501;Montluçon;2010;1;5;662;;5664;169688;1068614,3;22,64290928;;;;;;;
03501;Montluçon;2011;1;5;662;;5467;168516;1047117,3;23,39447249;;;;;;;
03501;Montluçon;2012;1;5;662;;6279;173507;1069818,54;21,0762675;;;;;;;
03501;Montluçon;2013;1;5;662;;6434;160035;982061,45;18,96198716;1;5;662;6434;160035;982061,45;18,96198716
03501;Montluçon;2014;1;5;662;;7097;176033;1068018,3;19,00733373;1;5;662;7097;176033;1068018,3;19,00733373
03501;Montluçon;2015;1;5;662;;6748;178816;1069695,25;20,34631148;;;;;;;
03501;Montluçon;2016;1;5;662;;6642;184842;1099359,65;21,35598155;1;5;662;6642;184842;1099359,65;21,35598155
03501;Montluçon;2017;1;5;662;;6475;181283;1085522,45;21,44906582;1;5;662;6475;181283;1085522,45;21,44906582
03501;Montluçon;2018;1;5;662;;6624;171497;1014161,15;19,95211409;1;5;662;6624;171497;1014161,15;19,95211409
03501;Montluçon;2019;1;5;662;;6398;179084;1086213,3;21,47421485;1;5;662;6398;179084;1086213,3;21,47421485
03501;Montluçon;2020;1;5;662;;2568;43446;260431,35;13,00470847;;;;;;;
34701;Montpellier;2010;6;50;9986;3;92716;2813142;19266638,74;15,24982374;2;8;1259;14627;385315;1919505,8;16,49915516
34701;Montpellier;2011;7;51;10093;3;95729;2850781;19224466,36;14,96745209;2;8;1259;14805;422932;2096443;17,80183165
34701;Montpellier;2012;7;51;10093;3;97020;2750997;18846660,64;14,41172666;2;8;1259;15225;395763;1948858,4;16,46573513
34701;Montpellier;2013;7;51;10093;3;96783;2659579;18372548,55;14,00062855;3;9;1366;16693;448172;2181800,3;17,72129876
34701;Montpellier;2014;8;52;10293;3;95060;2745267;18938832,55;14,72537829;3;9;1366;16927;442302;2158056,5;17,29585277
34701;Montpellier;2015;7;47;8600;3;88346;2611116;18511387,13;16,36604561;3;9;1366;17350;425433;2064569;16,06851288
34701;Montpellier;2016;7;48;9215;3;88166;2663091;19232263,36;15,7039403;3;10;1411;17469;457754;2221892,7;17,47524855
34701;Montpellier;2017;8;56;10153;4;94598;2670732;19833258,02;15,84564426;3;10;1439;19080;449784;2199259,7;16,2038428
34701;Montpellier;2018;9;57;10241;4;106387;2674130;19779379,96;14,09928854;3;10;1439;19021;457372;2321744,2;16,53501832
34701;Montpellier;2019;10;58;10461;4;104147;2781528;21128301,9;15,01387022;3;10;1439;18660;491134;2521098,6;18,06257951
34701;Montpellier;2020;10;58;10917;4;51503;840186;6111447,69;8,694030727;3;10;1439;9576;190181;976644,5;13,20068856
68701;Mulhouse;2010;5;25;5977;2;36242;1033621;6941685,43;12,06006059;3;10;1204;14798;185505;977135,35;10,87125325
68701;Mulhouse;2011;5;25;5977;2;35913;1036669;7004558,78;12,30667192;4;11;1444;15841;213908;1114236,75;11,25822098
68701;Mulhouse;2012;5;25;5977;2;37336;965111;6664098,06;10,94858647;3;3;590;3118;59125;261437,9;10,45069218
68701;Mulhouse;2013;5;25;5977;2;38659;881469;6017359,47;9,863594503;3;3;590;3335;64078;278585,7;10,59396152
68701;Mulhouse;2014;5;25;5977;2;38607;878798;5878722,28;9,782273785;2;2;350;2496;48506;225134,2;12,02775215
68701;Mulhouse;2015;5;25;5977;2;38462;844367;5825315,43;9,490037768;3;3;590;3293;60211;262109,7;10,01293794
68701;Mulhouse;2016;5;25;5977;2;39565;834409;5751059,11;9,040109746;3;3;590;3397;73139;332145,4;11,79391172
68701;Mulhouse;2017;5;25;5977;2;39194;818807;5713912,99;8,903500063;3;3;590;3562;68917;309848,5;10,6402327
68701;Mulhouse;2018;5;25;5977;2;38629;725660;5157208,13;7,78633973;2;2;350;2695;55025;257239,8;12,59205185
68701;Mulhouse;2019;5;25;5977;2;38739;757485;5443854,26;8,21984924;3;3;590;3483;74595;345976,9;11,80801352
68701;Mulhouse;2020;5;25;5977;2;20445;207513;1468662,72;4,63282941;3;3;590;1771;26135;125795,7;8,251663909
54701;Nancy;2010;7;28;6109;1;44973;1343241;8726150,86;13,50296841;2;8;1512;13342;272805;1361102,68;10,91371482
54701;Nancy;2011;6;27;5897;1;45649;1316876;8601699,2;13,03001767;2;8;1512;13565;288543;1474391,15;11,3643632
54701;Nancy;2012;6;27;5897;1;45910;1235260;8178138,77;12,17027828;2;8;1512;13774;272727;1391991,97;10,59690781
54701;Nancy;2013;6;27;5897;1;45387;1183694;7805221,52;11,90548823;2;8;1512;13372;275259;1427657,05;11,06858519
54701;Nancy;2014;6;27;5897;1;45221;1240501;8027206,42;12,51612566;2;8;1512;13849;265226;1353435,9;10,23417842
54701;Nancy;2015;6;27;5897;1;44669;1216599;7986884,84;12,3953953;2;8;1512;14143;255184;1304446,3;9,473550172
54701;Nancy;2016;6;27;5897;1;44434;1221885;8104159,11;12,5662955;2;8;1512;13664;274230;1445469,67;10,6828359
54701;Nancy;2017;6;29;6090;2;41246;1183506;7997783,23;13,40455209;2;8;1512;14017;264453;1396250,82;9,951546734
54701;Nancy;2018;6;29;5639;2;50099;1174602;7967336,09;12,2770811;2;8;1512;13875;242619;1265131,66;9,301695222
54701;Nancy;2019;6;29;5639;2;49560;1203642;8365491,57;12,75570529;2;8;1512;13600;255342;1346131,78;10,16310028
54701;Nancy;2020;6;29;5639;2;22829;376912;2540381,35;8,494976539;2;8;1512;6420;103202;541535,76;8,509133124
44701;Nantes;2010;15;73;14181;5;123098;3875423;21421702,67;17,8308184;8;16;2748;17738;456663;2247730,1;17,95798741
44701;Nantes;2011;15;73;14181;5;126946;3939129;21766177,79;17,30690526;9;17;3156;18387;523876;2594829,8;19,4326259
44701;Nantes;2012;15;73;14181;5;128859;3753455;21465476,82;16,36490598;9;17;3156;19508;505988;2480295,65;17,67204105
44701;Nantes;2013;15;74;14631;5;127988;3498632;20876435,28;15,32823396;9;17;3156;19860;517875;2561573,7;17,84898185
44701;Nantes;2014;15;74;14631;5;130616;3652168;21975158,92;15,34256584;8;16;2815;19867;510665;2554280,9;18,05093136
44701;Nantes;2015;15;74;14648;5;130473;3575637;21690849,56;15,02290154;8;16;2832;19487;490493;2471470,4;17,45585705
44701;Nantes;2016;15;74;14631;5;130255;3609436;22019623,28;15,1345045;9;17;3156;19646;561954;2843368,4;19,18879392
44701;Nantes;2017;15;74;14648;5;131595;3632487;22009021,67;15,10668749;9;17;3173;20270;548025;2728231,1;18,04241486
44701;Nantes;2018;15;74;14560;5;131470;3461939;21192429,83;14,47019309;9;17;3172;20079;563745;2807298;18,36787556
44701;Nantes;2019;15;74;14510;5;128383;3599238;22741748,95;15,45772741;9;17;3122;20703;607455;3092986,6;19,52047729
44701;Nantes;2020;15;75;14894;5;56890;1130900;6981765,58;10,78060585;9;17;3122;10781;259029;1367364,5;16,27667757
11502;Narbonne;2010;2;10;1518;1;19522;403630;2583340,79;14,30934534;1;1;260;647;24851;114370;14,77291642
11502;Narbonne;2011;2;10;1518;1;19041;413241;2690129,8;15,09606898;1;1;260;638;27445;132835;16,54509284
11502;Narbonne;2012;2;10;1518;1;19186;373427;2431654;13,65219044;1;1;260;623;25859;124898;15,96431658
11502;Narbonne;2013;2;10;1518;1;19252;347831;2278965,2;12,6264896;1;1;260;702;29472;149664;16,14727153
11502;Narbonne;2014;2;10;1518;1;19305;383466;2523453,3;13,84900751;1;1;260;714;31912;168067;17,19026072
11502;Narbonne;2015;2;10;1518;1;19185;382385;2586148,3;13,97244427;1;1;260;783;26885;137939;13,20611062
11502;Narbonne;2016;2;10;1518;1;19205;392972;2628385,61;14,32759071;1;1;260;745;29923;152996,3;15,44811564
11502;Narbonne;2017;2;10;1518;1;19046;385468;2689148,94;14,26355465;1;1;260;627;25749;140113,9;15,79499448
11502;Narbonne;2018;2;10;1518;1;19037;378297;2624663,13;14,00372843;1;1;260;600;27097;146254,5;17,36987179
11502;Narbonne;2019;2;10;1518;1;18375;391959;2723839,68;15,18294653;1;1;260;602;27945;156597,5;17,85394838
11502;Narbonne;2020;2;10;1518;1;9387;108562;748823,21;8,155088047;1;1;260;324;12872;69541,5;15,28015195
58501;Nevers;2010;1;8;1170;1;9318;200741;1190891,9;14,70886499;1;8;1170;9318;200741;1190891,9;14,70886499
58501;Nevers;2011;1;8;1170;1;9205;203382;1236523;15,10629938;1;8;1170;9205;203382;1236523;15,10629938
58501;Nevers;2012;1;10;1816;1;11787;225022;1428689,95;9,912038161;1;10;1816;11787;225022;1428689,95;9,912038161
58501;Nevers;2013;1;10;1816;1;16828;275636;1761288,15;9,140200521;1;10;1816;16828;275636;1761288,15;9,140200521
58501;Nevers;2014;1;10;1816;1;16844;315875;1997768,85;10,40658062;1;10;1816;16844;315875;1997768,85;10,40658062
58501;Nevers;2015;1;10;1816;1;16611;325733;2139346,5;10,95375442;1;10;1816;16611;325733;2139346,5;10,95375442
58501;Nevers;2016;1;10;1816;1;16375;336741;2222048,55;11,39026895;1;10;1816;16375;336741;2222048,55;11,39026895
58501;Nevers;2017;1;10;1816;1;16479;343140;2248709,7;11,57387732;1;10;1816;16479;343140;2248709,7;11,57387732
58501;Nevers;2018;1;10;1816;1;16401;322051;2129324,8;10,80160724;1;10;1816;16401;322051;2129324,8;10,80160724
58501;Nevers;2019;1;10;1816;1;16350;334960;2230882;11,3871164;1;10;1816;16350;334960;2230882;11,3871164
58501;Nevers;2020;1;10;1816;1;7993;98346;653522,98;6,806724085;1;10;1816;7993;98346;653522,98;6,806724085
06701;Nice;2010;34;87;15572;1;115685;3806491;26862804,61;19,70934588;11;24;3319;30650;734003;4448926,9;18,03947138
06701;Nice;2011;33;86;15472;1;120539;3793669;26554923,8;18,50624499;11;24;3319;31303;754344;4564510,6;17,98941875
06701;Nice;2012;32;85;15352;1;120646;3648616;25943495,45;17,77893599;10;23;3142;30183;669207;4115676,1;16,47639729
06701;Nice;2013;35;88;16076;1;123320;3481406;24815954,64;16,66364959;10;23;3142;31237;677612;4125298,1;16,40713775
06701;Nice;2014;36;90;16448;1;122759;3662495;25557304,85;17,61652875;10;23;3142;31625;729717;4366601,7;17,48960403
06701;Nice;2015;37;100;18060;2;126902;3541176;24966299,09;16,50359016;11;24;3254;32071;701865;4238486,6;16,61574846
06701;Nice;2016;36;101;17552;2;138081;3745712;26836086,25;16,00116263;11;26;3578;32557;740778;4495200;17,27348341
06701;Nice;2017;36;98;17088;2;142474;3680458;26637162,33;15,26739147;12;28;3943;37174;746776;4606813,2;14,76387227
06701;Nice;2018;38;108;19279;3;159853;3739445;27400451,34;13,80170808;13;29;4241;38269;786326;4802959,46;14,62291949
06701;Nice;2019;36;106;18306;3;153945;3931397;29383320,13;15,35048478;15;33;4784;43052;970641;5985268,31;16,1264683
06701;Nice;2020;35;101;17368;3;74984;1088133;7933104,12;8,818230825;14;31;4516;20299;280831;1694777,81;9,728895858
30601;Nîmes;2010;3;21;3759;1;33942;1288977;8830438,61;21,68176091;1;5;367;9149;205089;968531,6;30,5782142
30601;Nîmes;2011;3;21;3759;1;33908;1266207;8744978,12;21,3688908;1;5;367;9357;210106;987970;30,61413018
30601;Nîmes;2012;3;21;3759;1;32187;1153611;8026005,36;19,62376685;1;5;367;7509;168841;768623,6;28,02568176
30601;Nîmes;2013;3;21;3759;1;32569;1100200;7624780,26;19,13253217;1;5;367;8836;197230;920751,1;31,46231238
