numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;geolocalisation;nouvelleRegion;numDepartement;numCommune
12401;STUDIO;VALMOREL;REGIE SERVICE PUBLIC STATION VALMOPARC;SARL MC4 DISTRIBUTION;FIXE;NON;45.46071, 6.441929;Auvergne - Rhône-Alpes;73;73024
14071;LE DOME GAMBETTA;12 RUE GAMBETTA;LES AMIS DU CINEMA;;FIXE;NON;45.677069, 6.392496;Auvergne - Rhône-Alpes;73;73011
14073;LE DOME;135 PLACE DE L EUROPE;LES AMIS DU CINEMA;;FIXE;NON;45.676502, 6.391967;Auvergne - Rhône-Alpes;73;73011
74553;LE DORON;15 CHEMIN DES BAIGNEURS;LES AMIS DU CINEMA;LES CINEMAS GAUMONT PATHE;FIXE;NON;45.452663, 6.567576;Auvergne - Rhône-Alpes;73;73057
48422;LE SINGULIER CINEMA;3 BOULEVARD ROSSELLI;ASSOCIATION IDEAL CINEMA;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.10617, 4.748173;Auvergne - Rhône-Alpes;69;69019
76073;LES ALIZES;214  AV FRANKLIN ROOSEVELT;ASSOCIATION LES AMIS DU CINEMA;;FIXE;NON;45.731192, 4.914994;Auvergne - Rhône-Alpes;69;69029
45266;CGR BEAUNE;13 BIS BOULEVARD MARECHAL JOFFRE;CAP  CINEMA BEAUNE;SARL LES FILMS DE LA ROCHELLE;FIXE;NON;47.026717, 4.841456;Bourgogne - Franche-Comté;21;21054
11101;LE FOYER;RUE NDU STADE;ASSOCIATION POUR LE DEVELOPPEMENT DU CINEMA A ACIGNE;SAS CINE DIFFUSION;FIXE;NON;48.135609, -1.537695;Bretagne;35;35001
77732;CENTRE CULTUREL DU GRAND LOGIS;10 AVENUE DU GENERAL DE GAULLE;COMMUNE DE BRUZ;SAS CINE DIFFUSION;FIXE;NON;48.02352, -1.744768;Bretagne;35;35047
84292;DUGUESCLIN;5 IMPASSE ST MEEN;LA MOUETTE CANCALAISE;SAS CINE DIFFUSION;FIXE;NON;48.676977, -1.85005;Bretagne;35;35049
11527;TRAVELLING;RUE BRESCOU;LE FESTIVAL;;FIXE;NON;43.31185, 3.473009;Occitanie;34;34003
13405;RENOIR;24 COURS MIRABEAU;SOCIETE AIXOISE CINEMATOGRAPHIQUE;;FIXE;NON;43.526562, 5.448932;Provence-Alpes-Côte-d'Azur;13;13001
27833;PAGNOL;COURS FOCH;CINEMA NEMO;;FIXE;NON;43.293397, 5.567708;Provence-Alpes-Côte-d'Azur;13;13005
86693;L ARTEA;AVENUE CARDINAL DE LAVIGERIE;POLYMAGES;SARL MC4 DISTRIBUTION;FIXE;NON;43.256071, 5.568869;Provence-Alpes-Côte-d'Azur;13;13119
86952;ESPACE FERNANDEL;AV ARISTIDE BRIAND;ASSOCIATION CULTURELLE CARRY LE ROUET;;FIXE;NON;43.332335, 5.151827;Provence-Alpes-Côte-d'Azur;13;13021
49632;CINEMARINE;AVENUE DE LA PLAGE;LES TOILES DE MER;;FIXE;NON;47.874121, -4.110036;Bretagne;29;29006
73021;CELTIC;187 RUE JEAN JAURES;SOCIETE CINEMAS CELTIC;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;48.398083, -4.473843;Bretagne;29;29019
82762;ROCAMADOUR;RUE DU ROZ;CINES DU BOUT DU MONDE;SAS CINE DIFFUSION;FIXE;NON;48.27416, -4.599116;Bretagne;29;29022
85902;ETOILE;11 RUE DUQUESNE;ASSOCIATION ETOILE CINE;SAS CINE DIFFUSION;FIXE;NON;48.667568, -3.912861;Bretagne;29;29023
14102;CGR ALBI LAPEROUSE;60 RUE SERE DE RIVIERES;PLOUHEL;SARL LES FILMS DE LA ROCHELLE;FIXE;NON;43.92676, 2.149209;Occitanie;81;81004
86544;CLAP CINE;3 AVENUE JEAN JAURES;L YRE CINEMAS;;FIXE;NON;44.049028, 2.157496;Occitanie;81;81060
30891;TI HANOK;8 RUE DU LEVENANT;SARL G K L B;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;47.669814, -2.985582;Bretagne;56;56007
17325;CINE SAINT LEU;5-9 RUE DE LA PLUMETTE;ASS JOURNEES CINE AMIENS CONTRE RACISME;;FIXE;NON;49.896685, 2.302146;Hauts-de-France;80;80021
19325;MONCINE;AVENUE DES BARTHES;MULTICINES PYRENEES SARL;SARL MULTICINES PYRENNEENS (Xavier-Menou);FIXE;NON;43.483711, -1.508634;Nouvelle Aquitaine;64;64024
57473;STUDIO REPUBLIQUE;42 RUE DE LA REPUBLIQUE;GIRAUDET COSSET ANNIE;;FIXE;NON;46.631877, 1.067624;Centre - Val-de-Loire;36;36018
80572;CENTRE CULTUREL;RUE DES PONTS;CINE-OFF;;FIXE;NON;46.888094, 1.419282;Centre - Val-de-Loire;36;36031
19464;CITE INTERN DE LA BANDE DESSINEE ET DE L'IMAGE;121 ROUTE DE BORDEAUX;CITE INTERNATIONALE DE LA BANDE DESSINEE ET DE L IMAGE;;FIXE;NON;45.653155, 0.150537;Nouvelle Aquitaine;16;16015
19491;MEGA CGR;30 RUE SAINT- ROCH;RAYCHAMOND;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;45.650367, 0.164018;Nouvelle Aquitaine;16;16015
19507;CGR EPERON ANGOULEME;30 RUE SAINT-ROCH;RAYCHAMOND;;FIXE;NON;45.650091, 0.162338;Nouvelle Aquitaine;16;16015
38772;LE CLUB;32 BD CHANZY;LES BONIMENTEURS;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.471503, -0.152462;Nouvelle Aquitaine;16;16028
25722;CIRCUIT 1;PLACE DE L'EGLISE;AGENCE POUR DEVELOPPEMENT ACTIVITES TOURISTIQUES ET CULTURELLES;;ITINERANT;NON;48.083036, 1.87847;Centre - Val-de-Loire;45;45008
23102;LE JAURES;RUE JEAN JAURES;CINEMAGINAIRE;CINEMAGINAIRE;FIXE;NON;42.547269, 3.023455;Occitanie;66;66008
84556;Clap Ciné;COLLINE DES LOISIRS;L'YRE CANET;;FIXE;NON;42.701936, 3.019408;Occitanie;66;66037
68046;MEGA CGR;ZAC DU PRADO;SOCIETE CINEMATOGRAPHIQUE DU BERRY;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;47.082905, 2.387262;Centre - Val-de-Loire;18;18033
25038;LE CASINO;3 RUE EMILE LEGRELLE;LECA;;ITINERANT;NON;50.290037, 2.776981;Hauts-de-France;62;62041
29144;CINE THEATRE LOUIS ARAGON;61 BIS RUE JEAN JAURES;COMMUNE D'AUCHEL;ENT. REG. CIN. NORD PAS DE CALAIS;FIXE;NON;50.506306, 2.472945;Hauts-de-France;62;62048
25571;UNION;3, RUE DU MOULIN;UNION ARS SUR MOSELLE;;FIXE;NON;49.076026, 6.07804;Grand-Est;57;57032
92542;ESPACE GRÜN;32 RUE GEORGES RISLER;ESPACE GRUN;;FIXE;NON;47.806567, 7.173935;Grand-Est;68;68063
30164;THEATRE ET CINEMA JACQUES PREVERT;134 RUE ANATOLE FRANCE;INSTITUT AULNAYSIEN DE DEVELOPPEMENT CULTUREL;SARL GPCI;FIXE;NON;48.940586, 2.496291;Ile-de-France;93;93005
30184;UGC CINE CITE O'PARINOR;LE HAUT DE GALY;UGC CINE CITE;UGC DIFFUSION;FIXE;OUI;48.960325, 2.473606;Ile-de-France;93;93005
57582;CINEMA LOUIS DAQUIN;76 RUE VICTOR HUGO;COMMUNE DE BLANC MESNIL;;FIXE;NON;48.941761, 2.457313;Ile-de-France;93;93007
61504;SALLE ANDRE MALRAUX;25 COURS DE LA REPUBLIQUE;COMMUNE DE BONDY;;FIXE;NON;48.901598, 2.480089;Ile-de-France;93;93010
67324;CASINO DE BOURBONNE;1 PLACE DES BAINS;CASINO DE BOURBONNE LES BAINS;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;47.950629, 5.747761;Grand-Est;52;52060
31544;L'OUSTAL;PLACE DU 8 MAI 1945;ASSOCIATION CINEFOL 31;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.350358, 1.474329;Occitanie;31;31033
57172;REX;PLACE DES ARTS;COMMUNE DE BLAGNAC;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.636005, 1.384463;Occitanie;31;31069
36672;CINE VOGE;PLACE DE L HOTEL DE VILLE;CENTRE REGIONAL AUDIO VISUEL LORRAINE;;FIXE;NON;48.003606, 6.264555;Grand-Est;88;88029
72881;SALLE GRAND ECRAN;4, RUE DU SOUVENIR;ASSOCIATION MAISON DES LOISIRS ET DE LA CULTURE;;FIXE;NON;48.004696, 6.873744;Grand-Est;88;88075
33801;PATHE CAP SUD;ZONE COMMERCIALE CAP SUD;PATHE AVIGNON;LES CINEMAS GAUMONT PATHE;FIXE;OUI;43.929048, 4.837198;Provence-Alpes-Côte-d'Azur;84;84007
58272;CINE VILAR;RUE ST EPVRE;LE PETIT LORRAIN;;FIXE;NON;48.883026, 6.051403;Grand-Est;54;54079
34182;STAR;49 RUE DE LA CONSTITUTION;CINE PINEL;;FIXE;NON;48.684271, -1.35894;Normandie;50;50025
37881;CAMERA;1O5 AV DU 11 NOVEMBRE;CAMERA CINEMA;;FIXE;NON;43.137499, 5.752051;Provence-Alpes-Côte-d'Azur;83;83009
89152;SELECT;32, RUE DES REMPARTS;COMMUNE DE CATEAU CAMBRESIS;ENT. REG. CIN. NORD PAS DE CALAIS;FIXE;NON;50.106254, 3.54484;Hauts-de-France;59;59136
39428;CINEMA JEAN-LOUIS TRINTIGNANT;L ESPLANADE;COMMUNE DE BARJAC;;FIXE;NON;44.307917, 4.346467;Occitanie;30;30029
44892;LES NOUVEAUX BLEUS;BOULEVARD DE VERDUN;COMMUNE DE BEAUMONT DE LOMAGNE;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.880921, 0.98659;Occitanie;82;82013
45372;CINEMA JEANNE D ARC;RUE JEANNE D ARC;FAMILLES RURALES FEDERATION REGIONALE DES PAYS DE LA LOIRE;SOGECI;FIXE;NON;47.20201, -0.995912;Pays de la Loire;49;49023
47645;LUX;3 AVENUE DE LA LIBERTE;ASSOCIATION LOISIRS ET CULTURE;SUD CINE;FIXE;NON;46.122277, 1.045319;Nouvelle Aquitaine;87;87011
59690;LA GRANGE DE LA TREMBLAYE;RUE DU PARC;COMMUNE DE BOIS D'ARCY;;FIXE;NON;48.800013, 2.023763;Ile-de-France;78;78073
69641;BUXY;CENTRE COMMERCIAL VAL D'YERRES 2;ASSOCIATION DES CINEMAS INDEPENDANTS;SARL GPCI;FIXE;NON;48.683571, 2.535014;Ile-de-France;91;91097
73423;JEAN COCTEAU;3 RUE ANATOLE FRANCE;ASSOCIATION CINE 220;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;48.608596, 2.303919;Ile-de-France;91;91103
50901;SALLE JEANNE D ARC;15 RUE DE LA MER;AVENIR BERNERIE CINEMA;SUD CINE;FIXE;NON;47.079739, -2.03865;Pays de la Loire;44;44012
65861;LE BEAULIEU;26 RUE DE BEAULIEU;ASSOCIATION CINEMA LE BEAULIEU;SARL GPCI;FIXE;NON;47.178021, -1.624832;Pays de la Loire;44;44020
86832;THEATRE DE DION;ROUTE DE SUCE;ASSOCIATION DEVELOPPEMENT CULTUREL CARQUEFOU;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;47.279819, -1.508095;Pays de la Loire;44;44026
55532;CENTRE CULTUREL;RUE PIERRE DE COUBERTIN;ARTS ET TECHNIQUES;ARTEC;FIXE;NON;44.637692, -0.974856;Nouvelle Aquitaine;33;33051
86031;CENTRE CULTUREL DE L ESTRAN;123 AVENUE DE MAUBUISSON;ARTS ET TECHNIQUES;ARTEC;FIXE;NON;45.069909, -1.142214;Nouvelle Aquitaine;33;33097
60942;LE FORUM;PLACE DU FORUM;COMMUNE DE BOISSY SAINT LEGER;;FIXE;NON;48.754035, 2.502015;Ile-de-France;94;94004
92329;UGC CINE CITE;8 PLACE DES 3 GARES;UGC CINE CITE;UGC DIFFUSION;FIXE;OUI;49.048453, 2.010977;Ile-de-France;95;95127
61082;LE XENON;60 RUE GUILLET;CAVELAN ANDRE FERNAND ERNEST;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;49.571514, 0.475348;Normandie;76;76114
85211;RIO CINEMA;ALLEES MARINES;ASSOCIATION SCENA RIO;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.641276, -1.432502;Nouvelle Aquitaine;40;40065
88991;CINE 4;PLACE JASMIN;ASSOCIATION LES AMIS DE CINE 4;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.651621, 0.591622;Nouvelle Aquitaine;47;47057
68371;LE TRIANON;40 RUE DE LA MAIRIE;LE TRIANON;SAS CINE DIFFUSION;FIXE;NON;48.162712, -0.971524;Pays de la Loire;53;53039
75694;MEGA CGR;RTE DE TULLE-ESPACE DES 3 PROVIN;CINEMA THEATRE LE SPLENDID;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;45.165031, 1.542022;Nouvelle Aquitaine;19;19031
80991;SALLE POLYVALENTE;SALLE POLYVALENTE;FEDERATION DEPARTEMENTALE DES FOYERS RURAUX DU LOT;SNC SAGEC - CINE 32 VEO;ITINERANT;NON;44.530413, 1.555391;Occitanie;46;46040
81673;LE QUERCY;871 RUE EMILE ZOLA;SOCIETE CINEMATOGRAPHIQUE LE QUERCY;;FIXE;NON;44.447834, 1.439163;Occitanie;46;46042
81080;SALLE MISTRAL;SALLE MISTRAL;THALIE;LES CINEMAS GAUMONT PATHE;ITINERANT;NON;43.655944, 6.87474;Provence-Alpes-Côte-d'Azur;6;6026
84761;OLYMPIA 5 A 9;5 RUE D ANTIBES;OLYMPIA;UGC MEDITERRANEE;FIXE;NON;43.552366, 7.016598;Provence-Alpes-Côte-d'Azur;6;6029
86930;JULIETTE GRECO;BOULEVARD LA COLLE BELLE;TOURNEE FAMILIA;SARL MC4 DISTRIBUTION;FIXE;NON;43.772944, 7.193186;Provence-Alpes-Côte-d'Azur;6;6033
85323;ATMOSPHERE;3 RUE ANATOLE FRANCE;LES LUMIERES DE LA VILLE;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.574792, 2.081445;Occitanie;12;12052
85861;CASINO;CASINO MUNICIPAL;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.120092, 0.309567;Occitanie;65;65127
93201;LE SEVIGNE;43 RUE DU MUGUET;LOISIRS CULTURE LE SEVIGNE-CESSON;SAS CINE DIFFUSION;FIXE;NON;48.118209, -1.610628;Bretagne;35;35051
99411;LA CHAPELLE ACHARD;SALLE DE LA MAIRIE;FAMILLES RURALES FEDERATION DEPARTEMENTALE DE VENDEE;SOGECIS;ITINERANT;NON;46.587908, -1.642858;Pays de la Loire;85;85152
101491;SALLE DES FETES;3 PLACE DU 8 MAI 1945;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;;ITINERANT;NON;45.626941, 4.935433;Auvergne - Rhône-Alpes;69;69270
101692;ALPHA;24 AVENUE LAMARTINE;ASSOCIATION CINEMATOGRAPHIQUE CHARBONNIERES LES BAINS;GROUPEMENT DES SALLES FAMILIALES DE LYON (GSF);FIXE;NON;45.780835, 4.739883;Auvergne - Rhône-Alpes;69;69044
102284;LES HALLES;PLACE ST PHILIBERT;ASSOCIATION AU FIL DU TEMPS;;FIXE;NON;46.158309, 4.170764;Auvergne - Rhône-Alpes;42;42052
102531;CINÉMA DE CHARMOILLE;1 RUE DU CONOT;CINEMA DE CHARMOILLE;SARL MC4 DISTRIBUTION;FIXE;NON;47.246351, 6.672576;Bourgogne - Franche-Comté;25;25125
102853;LE TIVOLI;9 RUE DE LA CHAMPAGNY;ASSOCIATION D'EDUCATION POULAIRE CINEMA;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.435078, 4.273364;Bourgogne - Franche-Comté;71;71106
103922;SALLE BELLE EPINE;1 PLACE DE LA REPUBLIQUE;FAMILLES RURALES FEDERATION DEPARTEMENTALE DE VENDEE;;FIXE;NON;46.647373, -0.742446;Pays de la Loire;85;85059
104051;ATLANTIC CINE;PLACE ERNEST BREANT;EMERAUDE CINEMAS;SAS CINE DIFFUSION;FIXE;NON;47.721188, -1.376037;Pays de la Loire;44;44036
104091;ETOILE CINEMA;19 RUE DES FOSSES;SCENI QUA NON;;FIXE;NON;47.064474, 3.93279;Bourgogne - Franche-Comté;58;58062
104881;CGR CHATEAUROUX;86 AVENUE CHARLES DE GAULLE;CINEMOVIDA;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;46.808819, 1.690195;Centre - Val-de-Loire;36;36044
104994;CINEMA THEATRE;13 PLACE DE L HOTEL DE VILLE;CINEMA THEATRE JEAN DE LA FONTAINE;;FIXE;NON;49.046046, 3.402936;Hauts-de-France;2;2168
105091;MORCLAN 2OOO;MORCLAN 2000;SOCIETE DES CINEMAS DU CHABLAIS;;FIXE;NON;46.278127, 6.859481;Auvergne - Rhône-Alpes;74;74063
105652;REX;364 AVE DE LA DIVISION LECLERC;ASSOCIATION CHATENAY ACTION CULTURE;;FIXE;NON;48.765842, 2.259825;Ile-de-France;92;92019
105931;LE VENDELAIS;1 PLACE DE L EGLISE;ASSOCIATION CULTURELLE DU VENDELAIS;SAS CINE DIFFUSION;FIXE;NON;48.22475, -1.179471;Bretagne;35;35072
106072;L'Etoile;RUE A BAUDIN;VILLE DE CHATILLON SUR CHALARONNE;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.119679, 4.956909;Auvergne - Rhône-Alpes;1;1093
107251;LUMIERE;PLACE YVES BRINON;ECRANPIC;SARL CINEODE;FIXE;NON;49.622785, 3.220456;Hauts-de-France;2;2173
113523;CINEMA JEANNE MOREAU;22 RUE PAUL VAILLANT COUTURIER;COMMUNE DE CLAMART;;FIXE;NON;48.802513, 2.263801;Ile-de-France;92;92023
113611;CASINO;41 ROUTE DE PRESSURES;EDEN CINEMA SARL;;FIXE;NON;47.458201, 3.515322;Bourgogne - Franche-Comté;58;58079
115891;GALAXY;57 AVENUE VICTOR HUGO;RAYLUMOND;;FIXE;NON;45.69146, -0.322862;Nouvelle Aquitaine;16;16102
117051;L'HELIOS;27 A 39 RUE DU BOURNARD;QUATRE CLUBS SARL;;FIXE;NON;48.923159, 2.255372;Ile-de-France;92;92025
117341;CENTRAL;43 RUE DU CENTRE;COMMUNE DE COLOMIERS;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.611008, 1.332576;Occitanie;31;31149
117921;LA COUPOLE;RUE JEAN FRANCOIS MILLET;SCENE NATIONALE DE SENART;;FIXE;NON;48.659579, 2.566711;Ile-de-France;77;77122
119305;PATHE;RUE DE L'HAUTIL;PATHE CONFLANS;LES CINEMAS GAUMONT PATHE;FIXE;OUI;49.004829, 2.077668;Ile-de-France;78;78172
119331;LE CAPITOLE;PLACE EMILE ROUX;ASSOCIATION CULTURELLE EMILE ROUX;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.012696, 0.670482;Nouvelle Aquitaine;16;16106
120181;GAUMONT CITE EUROPE;1001 BOULEVARD DU KENT;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;50.931939, 1.8108;Hauts-de-France;62;62239
121951;EDEN CINEMA;2 RUE SAINT AGNAN;EDEN CINEMA SARL;;FIXE;NON;47.409738, 2.924065;Bourgogne - Franche-Comté;58;58086
122291;LA MALINE;LE MAIL;ASSOCIATION RETAISE DE DEVELOPPEMENT CULTUREL;SUD CINE;FIXE;NON;46.191994, -1.426164;Nouvelle Aquitaine;17;17121
122720;SALLE DES FETES;SALLE DES FETES;CINE RURAL 60;;ITINERANT;NON;49.412798, 1.840232;Hauts-de-France;60;60164
123373;HEMISPHERE THEATER;23 RUE MARCEL CLAVIER;ZARATHUSHTRA;;FIXE;NON;48.809696, 3.090876;Ile-de-France;77;77131
125201;GERGOVIE;AVENUE DES DOMES;KALEIDOSCOPE;;FIXE;NON;45.731555, 3.199146;Auvergne - Rhône-Alpes;63;63124
127232;ESPACE CULTUREL EOLE;16, RUE CENTRALE;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;;FIXE;NON;45.745756, 4.718034;Auvergne - Rhône-Alpes;69;69069
127571;LE CYRANO;PLACE DU 8 MAI 1945;ESPACE PONTHIEU MARQUENTERRE;;FIXE;NON;50.253278, 1.884465;Hauts-de-France;80;80222
128114;LES TOILES 1;2, BOULEVARD VICTOR HUGO;AMBIANCE COMPIEGNOISE;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;49.231725, 2.890294;Hauts-de-France;60;60176
128142;L'AGORA-CINEPLAN;VOIE DOMITIENNE;CINE PLAN;;FIXE;NON;43.655112, 3.943144;Occitanie;34;34090
128535;LA LUCARNE MJC;100 RUE JULIETTE SAVAR;MAISON DES JEUNES ET DE LA CULTURE DU MONT MESLY;;FIXE;NON;48.777428, 2.466468;Ile-de-France;94;94028
136773;CINEAL;6 RUE DU PORT;COMMUNE DE DECIZE;;FIXE;NON;46.831224, 3.459781;Bourgogne - Franche-Comté;58;58095
138172;LE PESTEL;AV DE LA DIVISION DU TEXAS;HENRY GERARD;;FIXE;NON;44.750763, 5.3764;Auvergne - Rhône-Alpes;26;26113
138595;CINE TOILES;AVENUE FRANCOIS CUZIN;CINE ESPACE EVASION;;FIXE;NON;44.087669, 6.231264;Provence-Alpes-Côte-d'Azur;4;4070
138715;DARCY;8, PLACE DARCY;DARCY PALACE;LES CINEMAS GAUMONT PATHE;FIXE;NON;47.323572, 5.034663;Bourgogne - Franche-Comté;21;21231
140082;CINEMA THEATRE MUNICIPAL;PLACE DE BURGEWEDEL;LIGUE DE L' ENSEIGNEMENT DE NORMANDIE;;FIXE;NON;48.592827, -0.642599;Hauts-de-France;60;60200
140521;ESPACE ERMITAGE;ALLEE STE THERESE;CENTRE SOCIAL CULTUREL DOMONTOIS;;FIXE;NON;49.02987, 2.333691;Ile-de-France;95;95199
142082;TIVOLI;4, RUE DE LAVARENNE;RD DIFFUSION;SARL CINEODE;FIXE;NON;50.159213, 2.335821;Hauts-de-France;80;80253
142371;LE FOYER;RUE DU CHEMIN DU BORD;ASSOCIATION FOYER RURAL DE DOUVRES;;FIXE;NON;49.295699, -0.380152;Normandie;14;14228
142752;ESPACE CULTUREL DU PARC;PLACE MAURICE NILES;COMMUNE DE DRANCY;;FIXE;NON;48.927466, 2.438309;Ile-de-France;93;93029
142995;CINE CENTRE;5 ESPLANADE DU CHAMP DE FOIRE;SOCIETE NOUVELLE DES CINEMAS DE DREUX;STE NOUVELLE DES CINEMAS DE DREUX (Brunet);FIXE;OUI;48.731866, 1.361178;Centre - Val-de-Loire;28;28134
144230;CINEMA;FOYER RURAL L'OUSTAU PER TOU;CINE GARRIGUES;;ITINERANT;NON;43.990835, 3.955297;Occitanie;30;30106
146576;LE VAUTIER;BOULEVARD VOLTAIRE;CINEMAGINAIRE;CINEMAGINAIRE;FIXE;NON;42.601026, 2.9735;Occitanie;66;66065
148227;CINES PALACE;RUE SAINT MICHEL;SEM PALACE EPINAL;SEM DU PALACE EPINAL (Toussaint);FIXE;OUI;48.177085, 6.455937;Grand-Est;88;88160
148321;SALLE SERGE GAINSBOURG;RUE DU GENERAL JULIEN;ESPACE CINEMA;;FIXE;NON;48.95411, 2.312115;Ile-de-France;93;93031
150801;REX;10 BD DE GUIZARD;VEO CINEMAS;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.523418, 2.763821;Occitanie;12;12096
152882;LA ROTONDE A;102 RUE SAINT JACQUES;OMNICOM;;FIXE;NON;48.433642, 2.155867;Ile-de-France;91;91223
154488;MEGA CGR;PLACE DE L'AGORA - CE 169;ESPACE LOISIRS;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;48.627929, 2.429517;Ile-de-France;91;91228
154813;JEAN GABIN;AVENUE DE LA PAIX;ASSOCIATION EYMOUTIERS CINE VIDEO;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.738722, 1.741383;Nouvelle Aquitaine;87;87064
154921;JEAN RENOIR;RUE DE L HOTEL DE VILLE;COMITE EYSINAIS D'ACTION CULTURELLE;ARTEC;FIXE;NON;44.879016, -0.6384;Nouvelle Aquitaine;33;33162
155711;CINE ELLE LE FAOUET;41 RUE JEAN CORENTIN CARRE;CINEMA ELLE;SAS CINE DIFFUSION;FIXE;NON;48.033874, -3.488682;Bretagne;56;56057
157011;ESPACE CULTUREL;2 RUE DU TERME;ASSOCIATION MAISON POUR TOUS;SARL MC4 DISTRIBUTION;FIXE;NON;43.620961, 6.698294;Provence-Alpes-Côte-d'Azur;83;83055
158801;JEAN RACINE;1 RUE JEAN RACINE;LA FERTE MILON ANIMATIONS CULTURE ET LOISIRS;SARL CINEODE;FIXE;NON;49.174952, 3.127739;Hauts-de-France;2;2307
159923;MAJESTIC;1, PLACE VOLTAIRE;SOCIETE D'EXPLOITATION DU CINEMA LE MAJESTIC;;FIXE;NON;45.389679, 4.28977;Auvergne - Rhône-Alpes;42;42095
160410;NOTRE DAME DES SALLE;CINEMA SALLE ARTEA;CINE BLEU FOYER RURAL;;ITINERANT;NON;43.382416, 6.204033;Provence-Alpes-Côte-d'Azur;83;83057
162844;ERMITAGE;6 RUE DE FRANCE;L ERMITAGE;;FIXE;NON;48.404394, 2.699594;Ile-de-France;77;77186
170435;MEGA KINE;ROUTE DE METZ;MULTIPLEX;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;49.141819, 6.81071;Grand-Est;57;57240
172043;THEATRE ANDRE MALRAUX;1 BIS RUE GUILLEMETEAU;ASSOCIATION LE CINEMA DE GAGNY;;FIXE;NON;48.884043, 2.529952;Ile-de-France;93;93032
172104;IMAG'IN CINEMA L'OLYMPIA;RUE JOSEPH RIGAL;CINE QUATRE VINGT UN;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.901202, 1.895449;Occitanie;81;81099
172662;L'ARC EN CIEL;7 RUE EMILE PLANCHON;MIREILLE LACAN ET CIE;SARL CINEODE;FIXE;NON;43.936455, 3.709731;Occitanie;34;34111
172741;PALACE;63 RUE CARNOT;LE PALACE;SARL CINEPROFILMS;FIXE;NON;44.557036, 6.078807;Provence-Alpes-Côte-d'Azur;5;5061
172860;CINESCOP;Z.E. DE LA PENOTTE;CINESCOP;SAS AGORA CINEMAS;FIXE;NON;45.629474, 0.233829;Nouvelle Aquitaine;16;16146
172914;CINE GARCHES;86 GRANDE RUE;VILLE DE LIART;SARL GPCI;FIXE;NON;48.844239, 2.188722;Ile-de-France;92;92033
172961;CASINO;11 COURS FORBIN;GARDANNE ACTION CINEMA;PROVENCAUX ASSOCIES;FIXE;NON;43.454749, 5.470731;Provence-Alpes-Côte-d'Azur;13;13041
175923;CINEMA DU CASINO;3, AVENUE DE LA VILLE DE VICHY;CASINO DE GERARDMER;;FIXE;NON;48.069277, 6.867186;Grand-Est;88;88196
176722;LE CLUB;ROUTE TANINGES;BAUCINE;;FIXE;NON;46.152434, 6.657281;Auvergne - Rhône-Alpes;74;74134
176873;CINEMA LE PATIO;AVENUE DE LA GARE;VILLE DE GEX;;FIXE;NON;46.332254, 6.05905;Auvergne - Rhône-Alpes;1;1173
178423;LE MANEGE;PLACE JACQUES SOURDILLE;COMMUNE DE GIVET;;FIXE;NON;50.135351, 4.82068;Grand-Est;8;8190
179902;LA POINTE DE CAUX;RUE PIERRE GLENISSON;VILLE DE GONFREVILLE L' ORCHER;;FIXE;NON;49.504857, 0.228509;Normandie;76;76305
182282;L'ATELIER;AVENUE PAUL MAZET;COMMUNE DE GRAMAT;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.775936, 1.72351;Occitanie;46;46128
